seri,model,titles,year,km,color,prices,date,Il,Ilce,id,km_median,km / median
Panamera,Panamera Diesel,2012 BAYİ PANAMERA 3.0 DİESEL BEYAZ İÇİ BEJ ISITMA SUNROOF,2012,292000,Beyaz,2239000,2023-03-22,İstanbul,Beylikdüzü,40,205000.0,1.424390243902439
911,Carrera,Yabancıdan yabancıya Porsche 911 Carrera,2012,107000,Beyaz,1299999,2023-03-22,Antalya,Muratpaşa,8,82489.0,1.29714264932294
Panamera,Panamera Diesel,ALACA'DAN 2012 PORSCHE BOSE ISITMA SOĞUTMA NAVİ PUSULA 79.000KM,2012,79000,Bordo,3775000,2023-03-22,Rize,Merkez,65,205000.0,0.3853658536585366
Panamera,Panamera Diesel,LİON MOTORS-2015 PANAMERA 3.0d EDİTİON-4'BLG-CHR­ONO-BOSE-V.BRŞLI,2015,127000,Beyaz,3875000,2023-03-21,İstanbul,Kadıköy,40,136500.0,0.9304029304029304
Panamera,Panamera 4S,SAHİBİNDEN PORSCHE PANEMARA 400HP 4S V8 PDK TR TEK,2011,133000,Beyaz,3048000,2023-03-21,İstanbul,Maltepe,40,133000.0,1.0
Taycan,4S Performance Plus,BARAN MOTORS 2020 TAYCAN 4S PERFORMANCE PLUS SPORT DESIGN GARANT,2020,16000,Beyaz,5025000,2023-03-21,İstanbul,Beşiktaş,40,22000.0,0.7272727272727273
Panamera,Panamera 4S,2010 PORSCHE PANAMERA 4.8 4S_AIRMATIC_CHRON­O_SOĞUTMA_KARBON,2010,123144,Siyah,2595000,2023-03-21,İstanbul,Kadıköy,40,194000.0,0.6347628865979381
Taycan,4S Performance Plus,cars of FERRO PORSCHE TAYCAN 4S P. PLUS 21 CARBON JANT+ BOSE,2020,44965,Siyah,4780000,2023-03-21,İstanbul,Beşiktaş,40,22000.0,2.0438636363636364
Panamera,Panamera Diesel,PORSHE PANAMERA DİZEL KAZASIZ TAM DOLU PUSULA EĞLENCE PAKET..,2012,186000,Beyaz,2785000,2023-03-21,Bursa,Osmangazi,21,205000.0,0.9073170731707317
Taycan,4S Performance Plus,2020 PORSCHE TAYCAN 4S FÜME/TRÜF PERFORMANS SPORT DESİGN FULL !!,2020,45084,Füme,5450000,2023-03-21,İstanbul,Bakırköy,40,22000.0,2.049272727272727
Panamera,Panamera 4S,-REGNO CAR-HATASIZ-FULL-ÖTV BARIŞLI-PANAMERA 4.8 4S 400 HP,2011,197000,Beyaz,2670000,2023-03-21,Tekirdağ,Çorlu,73,133000.0,1.481203007518797
Boxster,S,BAVARIA GARAGE 2000 107.000 km PORSCHE BOXSTER S 3.2 BAYİ,2000,107000,Gümüş Gri,1205000,2023-03-21,İstanbul,Sarıyer,40,140500.0,0.7615658362989324
911,Carrera 4 GTS,MOTTO AUTOMOTIVE 2022 Porsche 911 Carrera 4 GTS Satışa Hazırdır,2022,44963,Gri,15690000,2023-03-21,İstanbul,Bakırköy,40,6100.0,7.370983606557377
Panamera,Panamera 4 E-Hybrid,'X-CLUSIVE'2019 PANAMERA 4 E-HYBRİD-TAM ÖTV-BOYASIZ-ÖZEL SİPARİŞ,2019,49000,Siyah,9500000,2023-03-21,İstanbul,Sarıyer,40,39000.0,1.2564102564102564
Taycan,Taycan,SON'DAN 2022 Cıkışlı PORSCHE TAYCAN/ BOSE / 408HP,2021,36000,Siyah,4850000,2023-03-21,Gaziantep,Şehitkamil,33,17500.0,2.057142857142857
Taycan,Turbo S,B&B GARAGE 2021 PORSCHE TAYCAN TURBO S 760 HP BRNMSTR2022 ÇKŞLI!,2021,22000,Siyah,7250000,2023-03-21,İstanbul,Beylikdüzü,40,39891.5,0.5514959327174962
Panamera,Panamera Diesel,BIÇAKÇI MOTORS'DAN 2012'HATASIZ+BAYİ­+PUSULA+FULL'',2012,240000,Beyaz,2775000,2023-03-21,Konya,Karatay,53,205000.0,1.170731707317073
911,Carrera 4,NASYONEL BAYİ CABRIO 07/2024 GARANTİ 14YÖN SPOR KOLT CHRONO BOSE,2015,32438,Siyah,7750000,2023-03-21,İstanbul,Beşiktaş,40,32438.0,1.0
Panamera,Panamera Diesel,2012 PORSHE PANAMERA BAŞARAN OTO BAYİ ÇIKIŞLI,2012,250000,Mavi,2400000,2023-03-21,Bursa,Nilüfer,21,205000.0,1.2195121951219512
Taycan,Turbo S,FİLOTURK'DEN 2020 TAYCAN TURBO S 761 HP BAYİ ÇIKIŞLI HATASIZ,2020,28000,Gri,6500000,2023-03-21,Gaziantep,Şehitkamil,33,29000.0,0.9655172413793104
911,Carrera 4S,YENİKÖY MOTORS 2016 PORSCHE 911 CARRERA 4S - BOSE - EGZOZ,2016,41000,Siyah,8100000,2023-03-21,İstanbul,Sarıyer,40,35000.0,1.1714285714285715
Taycan,4S Performance Plus,UZATILMIŞ G-SOĞ-IST-P.­PLUS-PDCC-A. AKS-CHRONO-Y.EKRAN -FULL,2020,45062,Siyah,5400000,2023-03-20,İstanbul,Bakırköy,40,22000.0,2.0482727272727272
Panamera,Panamera 4,VEGA' 2011 PANAMERA 4 300 HP CARBON-4 SOĞUTMA-4 ISITMA-BOSE,2011,217000,Beyaz,2350000,2023-03-20,İstanbul,Avcılar,40,170000.0,1.276470588235294
Panamera,Panamera 4 Platinum Edition,2022 HATASIZ PORSCHE PANAMERA 4 ÖZEL SİPARİŞ 16261KM,2022,16261,Siyah,12661961,2023-03-20,Ankara,Çankaya,7,7000.0,2.323
Panamera,Panamera Diesel,NET CARdan PORSHE PANAMERA KIRMIZI İÇ ÖZEL ÜRETİM,2012,239000,Beyaz,3200000,2023-03-20,Nevşehir,Merkez,61,205000.0,1.1658536585365853
Cayman,Cayman,"ARESCEM'DEN 2011 PORSCHE CAYMAN PDK CHRONO BAYİ 20""JANT YENİ KSA",2011,98000,Beyaz,1749000,2023-03-20,Ankara,Akyurt,7,87000.0,1.1264367816091954
Taycan,4S Performance Plus,BAYİ ÇIKIŞLI 4S PERFORMANCE PLUS,2021,45058,Kırmızı,5250000,2023-03-20,Bursa,Nilüfer,21,25000.0,1.80232
Panamera,Panamera 4S Diesel,"2017 BAYİİ ÇIKIŞLI SERVİS BAKIMLI, GARANTİLİ PANAMERA 4S DİZEL",2017,91000,Siyah,8150000,2023-03-20,Mersin,Mezitli,58,99000.0,0.9191919191919192
Taycan,Turbo S,YENİKÖY MOTORS 2020 TAYCAN TURBO S - PDCC - ARKA AKS - BOSE,2020,45059,Siyah,7150000,2023-03-20,İstanbul,Sarıyer,40,29000.0,1.5537586206896552
Panamera,Panamera Diesel,#NAME?,2013,310000,Siyah,3300000,2023-03-20,Kocaeli,Başiskele,52,178000.0,1.7415730337078652
Panamera,Panamera Diesel,FULL+FULL TEMİZ 3. SAHİBİNDEN,2013,197000,Beyaz,3050000,2023-03-20,İstanbul,Esenyurt,40,178000.0,1.1067415730337078
Panamera,Panamera Diesel,BEYTEPE'DEN 2012 PANAMERA 4KLTKSOGUTMA+­ISITMA+KYLESS GO+MARSHALA,2012,275000,Beyaz,2699000,2023-03-20,Ankara,Çankaya,7,205000.0,1.3414634146341464
Taycan,4S Performance Plus,'X-CLUSIVE'2020 TAYCAN 4S PERFORMANCE PLUS-TAM ÖTV-BYSZ-ARKA AKS,2020,15000,Siyah,5500000,2023-03-20,İstanbul,Sarıyer,40,22000.0,0.6818181818181818
Panamera,Panamera S Hybrid,-LİON MOTORS-2012 PANAMERA 3.0S HYBRİD-SGTM-BOSE -AİR-VRG.BARIŞLI,2012,124866,Siyah,3675000,2023-03-20,İstanbul,Kadıköy,40,127000.0,0.9831968503937007
Panamera,Panamera,Business Class-2021 Panamera Makyajlı- Vakum - Keyless - Chrono,2021,11000,Beyaz,8100000,2023-03-20,İstanbul,Kadıköy,40,11000.0,1.0
718,Cayman,"Business Class- 2018 Cayman Bayi - Tebeşir Gri - 20""jant - Bose",2018,34000,Gri,4350000,2023-03-20,İstanbul,Kadıköy,40,37455.0,0.907755973835269
Taycan,4S Performance Plus,2021 TAYCAN DOGUŞ BAYİ ÇIKIŞLI 4S PERFORMANCE + 3 YIL GARANTİ,2021,16000,Gri,5600000,2023-03-20,Gaziantep,Şehitkamil,33,25000.0,0.64
911,Carrera,Düşük km temiz kondisyondan,2003,69000,Gri,3100000,2023-03-20,Ankara,Çankaya,7,69000.0,1.0
Taycan,4S Performance Plus,BAYİ 2020 PORSCHE TAYCAN PERFORMANCE PLUS ARKA AKS-AİRMATİC-FULL,2020,30000,Gri,6050000,2023-03-20,Konya,Karatay,53,22000.0,1.3636363636363635
Taycan,Turbo S,2020 KARBON BURMESTER SERAMİK AKS SOĞUTMA MASAJ,2020,44967,Siyah,6750000,2023-03-20,İstanbul,Bakırköy,40,29000.0,1.5505862068965517
Taycan,Turbo,2021 PORSCHE TAYCAN TURBO HATASIZ 22KW 680PS YOLCU EKRANI BAYİİ,2021,6001,Beyaz,6950000,2023-03-20,Ankara,Çankaya,7,22658.0,0.26485126666078207
Panamera,Panamera Diesel,Yavuz Otodan 2012 3.0 Porsche Ağır Hasarkaydı Yok 214.000 Km,2012,214000,Beyaz,2125000,2023-03-20,Balıkesir,Karesi,12,205000.0,1.0439024390243903
Taycan,4S Performance Plus,VOX'DAN 2022 PORSCHE TAYCAN 4S PERFORMANCE PLUS DOĞUŞ ÇIKIŞLI,2022,15000,Gri,6750000,2023-03-20,İstanbul,Sarıyer,40,9384.0,1.5984654731457801
Panamera,Panamera 4 Platinum Edition,ÇAKIROĞLU OTOMOTİV'DEN 2022 PANAMERA 4 PLATİNUM EDİTİON BAYİ,2022,7000,Siyah,11700000,2023-03-20,Düzce,Merkez,27,7000.0,1.0
Boxster,Boxster,' ANL MOTORS' 2011 PORSCHE BOXSTER 2.7 PDK/BAYİ/ISITMA,2011,99000,Sarı,2100000,2023-03-20,İstanbul,Bayrampaşa,40,99000.0,1.0
Panamera,Panamera Diesel,'GALATA' 2013 PORSCHE PANAMERA 3.0 DİZEL OTOMATİK,2013,165000,Beyaz,2685000,2023-03-20,İstanbul,Beyoğlu,40,178000.0,0.9269662921348315
Taycan,4S Performance Plus,Aykan Kartal'dan-Porsche Taycan 4S Perfomance Plus Bayi Çıkışlı,2021,6421,Gümüş Gri,6900000,2023-03-20,İstanbul,Kartal,40,25000.0,0.25684
Taycan,4S Performance Plus,BAYİDEN KREDİ DOĞUŞ GARANTİLİ 2020 TAYCAN PERFRMNS PLUS TRÜF Yetkili Bayi,2020,45056,Siyah,5850000,2023-03-20,İstanbul,Ataşehir,40,22000.0,2.048
Taycan,Turbo S,TEAM AKSOY GARAGE 2020 PORSCHE TAYCAN TURBO S,2020,34117,Gri,6565000,2023-03-20,İzmir,Bornova,41,29000.0,1.176448275862069
911,Carrera S,PORSCHE - 911 - BAYİ - TRAMERSİZ,2006,170000,Siyah,3100000,2023-03-19,İstanbul,Ataşehir,40,148200.0,1.147098515519568
Panamera,Panamera Diesel,2012 PORSCHE PANAMERA DİESEL HATASIZ-BOYASIZ-M­ARSHALA-SOĞUTMA-,2012,220000,Beyaz,3000000,2023-03-19,İstanbul,Ataşehir,40,205000.0,1.0731707317073171
911,Carrera S,2012 CARRERA S FACELİFT DOĞUŞ GARANTİLİ - TAKAS OLUR,2012,75000,Beyaz,6000000,2023-03-19,İstanbul,Sarıyer,40,76450.0,0.9810333551340745
Panamera,Panamera Diesel,2015 HATASIZ BOYASIZ PANAMERA 3.0 D MATRİX 88 BİN KM AİR SOĞTMA,2015,88000,Beyaz,4850000,2023-03-19,Mersin,Yenişehir,58,136500.0,0.6446886446886447
Panamera,Panamera Diesel,2012 PORSCHE PANAMERA 3.0DİESEL BOYASIZ BAYİ ÇIKIŞLI 203.000KMDE,2012,203000,Beyaz,3155500,2023-03-19,Antalya,Kepez,8,205000.0,0.9902439024390244
Panamera,Panamera Diesel,2012 100.000KM PANAMERA AİR+SOĞUTMA+KARBON+C­HRONO+BOSE+MULTİMEDİ,2012,100000,Beyaz,3305000,2023-03-19,Ankara,Akyurt,7,205000.0,0.4878048780487805
Panamera,Panamera Diesel,HATASIZ 2013 PORSCHE PANAMERA DİESEL PLATİNUM EDİTİON BAYİ ÇIKIŞ,2013,195000,Beyaz,3490000,2023-03-19,Balıkesir,Altıeylül,12,178000.0,1.095505617977528
718,Boxster,TARGET MOTORS 2016 PORSCHE BOXSTER SPORT CHRONO BOSE ISITMA NAVİ,2016,45000,Beyaz,3750000,2023-03-19,İstanbul,Beşiktaş,40,46000.0,0.9782608695652174
911,Carrera 4S,PORSCHE 911- 4S LIFTING+NAVİG­ASYON+PDK+PSM EKSTRA DOLU,2016,29000,Siyah,8400000,2023-03-19,İstanbul,Bakırköy,40,35000.0,0.8285714285714286
Boxster,S,-FALCON MOTORS- PORSCHE BOXSTER S 252 HP ISITMA CHRONO BAYİİ,2011,85000,Beyaz,2500000,2023-03-19,İstanbul,Tuzla,40,85000.0,1.0
Panamera,Panamera S,'X-CLUSIVE'2011 PANAMERA S 4.8 -TAM ÖTV - YETKİLİ SERVİS BAKIMLI,2011,159000,Beyaz,3250000,2023-03-19,İstanbul,Sarıyer,40,159000.0,1.0
Taycan,4S Performance Plus,HATASIZ 2021 TAYCAN 4S PERFORMANCE PLUS+TRÜFF+21 CARBON JANT,2021,11000,Siyah,5750000,2023-03-19,İstanbul,Bahçelievler,40,25000.0,0.44
911,Carrera S,'X-CLUSIVE' 2013 PORSCHE CARRERA S - TAM ÖTV,2013,70000,Siyah,6500000,2023-03-19,İstanbul,Sarıyer,40,70000.0,1.0
Cayman,S,Bayi caymanS,2008,119000,Siyah,1420000,2023-03-19,İstanbul,Kadıköy,40,119000.0,1.0
Panamera,Panamera Diesel,HATASIZ BOYASIZ ORJİNAL,2012,221000,Beyaz,3200000,2023-03-18,Şanlıurfa,Karaköprü,68,205000.0,1.078048780487805
Panamera,Panamera 4S Diesel,MRT ACARKENT 2017 PANAMERA 4S DİESEL BAYİ SOĞUTMA AİRMATİC,2017,58000,Beyaz,8875000,2023-03-18,İstanbul,Beykoz,40,99000.0,0.5858585858585859
Cayman,Cayman,STAR MOTORS'DAN BAYİ 2014 PORSCHE CAYMAN 2.7 PDK 97.000 KM DE,2014,98000,Gri,2749950,2023-03-18,İstanbul,Kadıköy,40,54000.0,1.8148148148148149
Panamera,Panamera Diesel,SERKAN..PANAMERA CHRONA+AİR+MATR İX+KEYLES+NAVİ+V­AKUM+PERDE+BOSE,2014,200000,Beyaz,3710000,2023-03-18,Samsun,Vezirköprü,67,155000.0,1.2903225806451613
Panamera,Panamera Diesel,-KNG MOTORS- PORSCHE PANAMERA 3.0 D TAM DOLU (VERGİ BARIŞLI),2012,285000,Siyah,2400000,2023-03-18,İstanbul,Başakşehir,40,205000.0,1.3902439024390243
Panamera,Panamera Diesel,2012 PANAMERA ( Tüm ağır bakımları yapılmış. ) TAKAS OLUR,2012,214000,Beyaz,2400000,2023-03-18,İstanbul,Pendik,40,205000.0,1.0439024390243903
Taycan,Turbo,ARS MOTORS 2020 PORSCHE TAYCAN TURBO BOSE-ISITMA HATASIZ,2020,22000,Siyah,6100000,2023-03-18,İstanbul,Beşiktaş,40,27000.0,0.8148148148148148
Taycan,4S Performance Plus,CLK AUTO PORSCHE TAYCAN 4S PERFORMANCE PLUS YOLCU EKRANI-BOSE,2020,27000,Füme,4950000,2023-03-18,İstanbul,Şişli,40,22000.0,1.2272727272727273
911,GT3 RS,YENİKÖY MOTORS 2016 PORSCHE 911 GT3 RS - LAVA ORANGE - SERAMİK,2016,45175,Turuncu,20750000,2023-03-18,İstanbul,Sarıyer,40,45175.0,1.0
Panamera,Panamera Diesel,2012 PORSCHE PANAMERA 3.0D DİESEL,2012,245000,Beyaz,3250000,2023-03-18,Burdur,Merkez,20,205000.0,1.1951219512195121
Panamera,Panamera Turbo,GRAND TR'DE TEK 550 HP BAYİ LONG GECEGÖRÜŞ BURMESTER SERAMİK,2018,68291,Siyah,14100000,2023-03-18,Samsun,Atakum,67,68291.0,1.0
911,Turbo S,ŞAMNU' DAN 2013 PORSCHE 911 TURBO-S BAYİ,2013,41147,Beyaz,8200000,2023-03-18,İstanbul,Kadıköy,40,41147.0,1.0
911,Carrera S,FAF MOTORS | CARRERA S CHRONO PDK,2012,119000,Gri,4800000,2023-03-18,İstanbul,Sarıyer,40,76450.0,1.5565729234793984
Panamera,Panamera Diesel,PANAMERA EDİTON PAKET BAYİ HATASIZ BOYASIZ,2015,136000,Beyaz,4590000,2023-03-18,İstanbul,Bağcılar,40,136500.0,0.9963369963369964
Panamera,Panamera 4 Platinum Edition,ERCAR MOTORS 2022 PORSCHE PANAMERA E-HYBRİD PLATİNİUM EDİTİON,2022,45175,Gri,12300000,2023-03-18,İstanbul,Beşiktaş,40,7000.0,6.453571428571428
Panamera,Panamera Diesel,2015 Porsche Panamera VAKUM MATRİX ISITMA SOĞUTMA 360 Kamera,2015,170000,Siyah,4295000,2023-03-18,Denizli,Pamukkale,25,136500.0,1.2454212454212454
911,GT2,SS MOTORS BAYİ 2008 PORSCHE 911 GT2-SERAMİK-RECA­RO-CHRONO-7817KM,2008,7817,Beyaz,19000000,2023-03-18,İstanbul,Şişli,40,7817.0,1.0
Taycan,Taycan,2021 TAYCAN SİYAH/KIRMIZI - SIFIRDAN FARKSIZ GARAJ ARABASI..,2021,11000,Siyah,4990000,2023-03-18,İstanbul,Başakşehir,40,17500.0,0.6285714285714286
Taycan,4 Cross Turismo,TR' de TEK DOĞUŞ BAYİ ÇIKIŞLI ARKA AKS ÖZEL SİPARİŞ,2021,45051,Kırmızı,6475000,2023-03-18,Ankara,Yenimahalle,7,9000.0,5.0056666666666665
Taycan,Turbo S,YENİKÖY MOTORS İZMİR-2020 PORSCHE TAYCAN TURBO S - BUR - DISTRNC,2020,27576,Siyah,6750000,2023-03-18,İzmir,Bayraklı,41,29000.0,0.9508965517241379
Taycan,4S,VRD AUTO HATASIZ BOYASIZ 2021 TAYCAN 4S,2021,20149,Siyah,5400000,2023-03-18,İstanbul,Kadıköy,40,27074.5,0.7442058025078949
Panamera,Panamera Diesel,KİYAPTAN PORSCHE PANEMARA 310 HP MAKYAJLI,2014,215000,Kahverengi,3500000,2023-03-18,Kahramanmaraş,Onikişubat,42,155000.0,1.3870967741935485
Panamera,Panamera Diesel,_SRC MOTOR'S_ 105.000KM'DE MAKYAJLI - HATASIZ - VERGİ BARIŞLI,2014,105000,Siyah,4700000,2023-03-18,Kastamonu,Merkez,46,155000.0,0.6774193548387096
911,Carrera 4S,BEYCE MOTORS BAYİ 2008 PORSCHE 911 CARRERA 4S CHRONO-BOSE-ISITMA,2008,108000,Siyah,3350000,2023-03-17,Ankara,Çankaya,7,89574.0,1.2057070131957934
Panamera,Panamera Diesel,DEMİR GROUP'DAN PORSCHE PANAMERA 3.0 BOSE SES SİSTEMİ+VAKUM,2013,152000,Siyah,3950000,2023-03-17,Bursa,Nilüfer,21,178000.0,0.8539325842696629
Panamera,Panamera Diesel,| SARICALI | HATASIZ-DOĞUŞ ÇIKIŞLI-SOĞUTM­A-ISITMA-VAKUM,2014,127000,Siyah,4090000,2023-03-17,Manisa,Akhisar,56,155000.0,0.8193548387096774
Taycan,4 Cross Turismo,TARGET MOTORS 2022 TAYCAN 4CROSS 14KLTK+TRÜF+BOSE­+21''+SĞTM+BAYİ,2022,23894,Gümüş Gri,6550000,2023-03-17,İstanbul,Beşiktaş,40,25720.0,0.9290046656298601
Panamera,Panamera Diesel,PORSCHE PANAMERA DİESEL-BAYİ-SUN­ROOF-SOĞUTMA-H­AFIZA-CHRONO-F1,2014,144524,Gri,4175000,2023-03-17,Ankara,Çankaya,7,155000.0,0.9324129032258065
Panamera,Panamera Diesel,2012 Panamera Chorono Geri Görüş Bayi 87.145km**g­animotors**,2012,87145,Kahverengi,3499000,2023-03-17,Antalya,Alanya,8,205000.0,0.42509756097560975
Panamera,Panamera Diesel,2014 PORSCHE PANAMERA 3.0 D SUNROOF_ISITMA_H­AFIZA_100.665KM,2014,100665,Siyah,4415000,2023-03-17,İstanbul,Kadıköy,40,155000.0,0.6494516129032258
Taycan,Turbo S,2020 PORSCHE TAYCAN TURBO S+SERAMİK FREN+ARKA AKS+SPORT CHRONO,2020,6001,Gri,8500000,2023-03-17,İstanbul,Kadıköy,40,29000.0,0.20693103448275862
Taycan,Turbo S,2020 PORSCHE TAYCAN TURBO S DOĞUŞ ÇIKIŞ BAYİİ GARANTİLİ,2020,29000,Siyah,6200000,2023-03-17,İstanbul,Eyüpsultan,40,29000.0,1.0
Panamera,Panamera 4,BALANCE MOTORS 2021 PANAMERA 4 BUSSİNES SPORT EGZOS KIRMIZI DERİ,2021,45060,Siyah,9800000,2023-03-17,İstanbul,Esenyurt,40,45060.0,1.0
Taycan,Turbo,2021 ÇIKIŞLI PORSCHE TAYCAN TURBO SPORT DESIGN+GECE GÖRÜŞ+PDLS,2020,45177,Gri,6250000,2023-03-17,İstanbul,Kadıköy,40,27000.0,1.6732222222222222
Panamera,Panamera Diesel,KIRMIZITOPRAK-MO­TORS+MATRİX+BAYİ­+BOS+TRBO+SOGTMA­+PUSLA+5BLGE+VKM,2015,135000,Beyaz,4250000,2023-03-17,Şanlıurfa,Karaköprü,68,136500.0,0.989010989010989
Taycan,4S Performance Plus,DIACO UNIVERSAL - 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS-CHRONO,2020,18000,Mavi,4740000,2023-03-17,İstanbul,Beşiktaş,40,22000.0,0.8181818181818182
Panamera,Panamera Diesel,2012 PANAMERA CARBON VEBASTO+EĞLENCE PAKET+173'KM VERGİ BARIŞ'LI,2012,173000,Beyaz,2735000,2023-03-17,Bursa,Nilüfer,21,205000.0,0.8439024390243902
Panamera,Panamera 4,AtaDilekOtomotiv 2011 PORSCHE PANAMERA HATASIZ ORİJİNAL,2011,175000,Siyah,2350000,2023-03-17,İzmir,Bornova,41,170000.0,1.0294117647058822
Panamera,Panamera Diesel,EMİRLER OTOMOTİV'DEN Panamera VERGİ BARIŞI YAPILMIŞTIR,2012,270000,Siyah,2375000,2023-03-17,Ankara,Altındağ,7,205000.0,1.3170731707317074
Panamera,Panamera Diesel,MM MOTORS 2012 PORSCHE PANAMERA DİESEL,2012,185000,Beyaz,3100000,2023-03-17,İstanbul,Güngören,40,205000.0,0.9024390243902439
Panamera,Panamera 4,PLUS AUTO'DAN HATASIZ BAYİİ ÇIKIŞLI PORSHE PANAMERA 4,2011,173000,Beyaz,2325000,2023-03-17,Denizli,Pamukkale,25,170000.0,1.0176470588235293
911,Carrera 4S,''NOVA MOTORS'' 2020 PORSCHE 911 CARRERA 4S / SPORT DESIGN,2020,26085,Siyah,12300000,2023-03-17,İstanbul,Beşiktaş,40,17000.0,1.5344117647058824
718,Cayman,PORSCHE 718 CAYMAN HATASIZ DOĞUŞ ÇIKIŞLI 27 000 KM,2017,27000,Gri,4250000,2023-03-17,İstanbul,Ataşehir,40,49000.0,0.5510204081632653
911,Targa 4 GTS,HANCAR 2021 PORSCHE 911 TARGA 4 GTS-LİFT-ISITMA-­NAVİGASYON-BOSE,2021,45052,Siyah,15200000,2023-03-17,İstanbul,Eyüpsultan,40,45052.0,1.0
Boxster,Boxster,İCON AUTO -87.000 KM -BOSE -İÇİ KIRMIZI -CARBON -CABRİO -BOSE,2010,87000,Beyaz,2349950,2023-03-17,İstanbul,Esenyurt,40,87000.0,1.0
Boxster,S,PORSCHE BOXSTER S 3.2 285HP 107000KM FULL + FULL,2005,107000,Siyah,1760000,2023-03-17,İstanbul,Başakşehir,40,135000.0,0.7925925925925926
Boxster,S,EN UYGUN FİYAT LANSMAN RENK EN DOLUSU BAYİ ÇIKIŞLI BOXTER S,2005,198000,Gri,1500000,2023-03-17,Sakarya,Hendek,66,135000.0,1.4666666666666666
Panamera,Panamera 4,"Sahibinden full+full,hasarsiz,o­rjinal,bakimli,full ötv,ici bej",2011,210000,Beyaz,2550000,2023-03-17,İstanbul,Fatih,40,170000.0,1.2352941176470589
Taycan,4S Performance Plus,FX MOTORS 2020PORSCHE TAYCAN 4S PERFORMANCPLUS SDESIGN BURMESTER,2020,25765,Siyah,4950000,2023-03-17,İstanbul,Bakırköy,40,22000.0,1.1711363636363636
Panamera,Panamera Diesel,#NAME?,2013,163000,Füme,3490000,2023-03-17,Ankara,Çankaya,7,178000.0,0.9157303370786517
Taycan,4S Performance Plus,AUTOBANK 2020 TAYCAN 4 S KARBON JANTLAR-PANORAMİK TAVAN-ŞERİT TA,2020,8000,Siyah,4780000,2023-03-17,İstanbul,Beşiktaş,40,22000.0,0.36363636363636365
Panamera,Panamera Diesel,AYDEMİRDEN 2013 PORSCHE PANAMERA DİESEL CRONO KARBON AİRMATİC,2013,326621,Beyaz,2950000,2023-03-17,Gaziantep,Şehitkamil,33,178000.0,1.834949438202247
Taycan,4S Performance Plus,2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS BAYİ ÇIKIŞLI,2020,8000,Siyah,6750000,2023-03-17,İstanbul,Sancaktepe,40,22000.0,0.36363636363636365
Panamera,Panamera Diesel,PANEMERA FULL DONANIM EKSTRALI,2012,121000,Beyaz,3150000,2023-03-17,Ankara,Etimesgut,7,205000.0,0.5902439024390244
Panamera,Panamera Diesel,PANAMERA DİESEL EDİTİON,2015,180000,Siyah,3600000,2023-03-17,Balıkesir,Bandırma,12,136500.0,1.3186813186813187
911,Carrera 4S,2007 Model Porcshe Uygun Fiyat,2007,101552,Gümüş Gri,2850000,2023-03-17,İstanbul,Beykoz,40,130000.0,0.7811692307692307
Taycan,4S Performance Plus,F-BOSS AUTODAN HATASIZ TAYCAN 571HP SPORT-CHRONO-KIRMIZI KOLTUK,2020,18000,Beyaz,5780000,2023-03-17,Mersin,Yenişehir,58,22000.0,0.8181818181818182
Panamera,Panamera Diesel,2012 PORCHE PANAMERA DİZEL OTOMATİK BEJ DÖŞEME,2012,243000,Siyah,2419000,2023-03-17,İzmir,Gaziemir,41,205000.0,1.1853658536585365
Panamera,Panamera Diesel,SAHİBİNDEN 2015 PORSCHE PANAMERA HATASIZ-BOYAS­IZ-DEĞİŞENSİZ,2015,75000,Siyah,4750000,2023-03-17,Antalya,Konyaaltı,8,136500.0,0.5494505494505495
911,Carrera,"2014 PORSCHE CARRERA -DOĞUŞ BAYİ- SİYAH/BEJ GARANTİLİ ""34.695KM""",2014,34695,Siyah,6850000,2023-03-17,İzmir,Konak,41,34695.0,1.0
Taycan,Turbo S,RAIN CAR DAN PORSCHE TAYCAN TURBO S *CHRONO*PPF*S­OĞUTMA*BAYİ*,2020,12000,Lacivert,6489000,2023-03-17,İstanbul,Ataşehir,40,29000.0,0.41379310344827586
Panamera,Panamera Diesel,FULL+FULL !! (ISITMA-SOĞUTMA- TAM EĞLENCE PAKETİ-PUSU­LA-CARBON),2013,238000,Beyaz,2999999,2023-03-16,Bursa,Yıldırım,21,178000.0,1.3370786516853932
Panamera,Panamera Diesel,"BAYİ ÇIKIŞLI, EN FULL PAKET, HATASIZ",2015,266000,Beyaz,4750000,2023-03-16,Ankara,Çankaya,7,136500.0,1.9487179487179487
Panamera,Panamera 4 E-Hybrid,SAHIBINDEN-H­ATASIZ-2019 PANAMERA-39K-ARKA AKS-FIRSAT ARACI,2019,39000,Siyah,8290000,2023-03-16,Bursa,Nilüfer,21,39000.0,1.0
Panamera,Panamera Diesel,ELİT MOTORS PORSCHE PANAMERA HATASIZ BOYASIZ BAYİİ STATÜSÜNDE,2012,179000,Beyaz,3150000,2023-03-16,Konya,Karatay,53,205000.0,0.8731707317073171
911,Carrera 4S,ZABA MOTORS'DAN 2011 PORSCHE 911 CARRERA 4S CABRİO 34.000 KM,2011,34000,Beyaz,5250000,2023-03-16,İstanbul,Bağcılar,40,64000.0,0.53125
